lon;lat;OBJECTID;created_date;clc_quartier;clc_secteur;haut_tot;haut_tronc;tronc_diam;fk_arb_etat;fk_stadedev;fk_port;fk_pied;fk_situation;fk_revetement;commentaire_environnement;age_estim;fk_prec_estim;clc_nbr_diag;dte_abattage;villeca;nom;feuillage;remarquable
3.2792900704854118;49.853659078252;2076;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;5.0;4.0;2.08;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.279204903447503;49.85373255081385;2077;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;5.0;4.0;2.15;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.279119571459164;49.85380616035893;2078;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;5.0;4.0;2.35;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.279027860129948;49.853864001249846;2079;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;5.0;4.0;2.28;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.27895780451527;49.85401571273374;2080;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;5.0;3.0;1.53;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2790126287954613;49.854044409657185;2081;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;6.0;4.0;1.94;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2789824108859595;49.85411342791848;2082;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;6.0;4.0;1.63;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.278974631431294;49.8541864556732;2083;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;6.0;3.0;2.1;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.278971945702183;49.85425510373125;2084;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;6.0;3.0;1.95;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2789774914013163;49.854330483206866;2085;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;6.0;3.0;1.87;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.278988974648198;49.85440363151148;2086;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;6.0;3.0;1.95;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2790083464799964;49.85447113300686;2087;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;5.0;3.0;1.9;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2790362861345823;49.854547527331235;2088;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;5.0;3.0;1.6;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2790632490217266;49.854608639197416;2089;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;5.0;3.0;1.54;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2793564519046132;49.85475114107457;2090;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;5.0;3.0;2.18;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2792846659832735;49.854680679679326;2091;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;5.0;3.0;2.1;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.279116181350545;49.85441015029747;2092;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;6.0;3.0;2.15;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2791068221180986;49.85413295903411;2093;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;6.0;3.0;2.4;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.279134004416405;49.854025330099546;2094;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;5.0;3.0;2.48;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.279178634918955;49.85394112311571;2095;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;5.0;4.0;2.3;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2793768226575946;49.85371193929057;2096;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;5.0;4.0;2.36;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.279459780639488;49.85363958488639;2097;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;5.0;4.0;2.37;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.279535342612237;49.853574399985135;2098;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;5.0;2.0;2.57;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.279875839127461;49.85328145457477;2099;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;3.5;2.2;0.0;REMPLACÉ;jeune;;;Alignement;;RAS;0.0;;0.0;;VILLE;RAS;;Non
3.2799755182925097;49.85323935617996;2100;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Emile Billon;6.0;3.0;1.9;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;80.0;20.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2797396346387844;49.8549670062292;2101;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue de Phalsbourg;5.0;3.0;1.62;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2796341974468146;49.854917070541276;2102;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue de Phalsbourg;5.0;3.0;1.45;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.279525966328593;49.85486680696224;2103;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue de Phalsbourg;5.0;3.0;1.41;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.279455462640448;49.85482989970795;2104;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue de Phalsbourg;5.0;3.0;1.72;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2789080013183973;49.8546019271378;2105;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue de Phalsbourg;5.0;3.0;1.36;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.278834421800319;49.85456733647721;2106;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue de Phalsbourg;5.0;3.0;1.36;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2787687201333955;49.854536452735786;2107;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue de Phalsbourg;5.0;3.0;1.48;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2784645214428063;49.854399437199504;2108;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue de Phalsbourg;5.0;3.0;1.83;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.278378104034775;49.85435881169631;2109;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue de Phalsbourg;5.0;3.0;1.85;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2782835970224324;49.854391856486785;2110;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue de Phalsbourg;4.0;2.0;0.23;EN PLACE;jeune;semi libre;fosse arbre;Alignement;;RAS;15.0;5.0;0.0;;VILLE;CERSIL;Feuillu;Non
3.278401620041026;49.85445029734726;2111;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue de Phalsbourg;4.0;2.0;0.23;EN PLACE;jeune;semi libre;fosse arbre;Alignement;;RAS;15.0;5.0;0.0;;VILLE;CERSIL;Feuillu;Non
3.2785244549130312;49.854508041597235;2112;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue de Phalsbourg;4.0;2.0;0.23;EN PLACE;jeune;semi libre;fosse arbre;Alignement;;RAS;15.0;5.0;0.0;;VILLE;CERSIL;Feuillu;Non
3.2786555166049305;49.85456332616926;2113;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue de Phalsbourg;4.0;2.0;0.23;EN PLACE;jeune;semi libre;fosse arbre;Alignement;;RAS;15.0;5.0;0.0;;VILLE;CERSIL;Feuillu;Non
3.27877466547237;49.85461809854863;2114;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue de Phalsbourg;4.0;2.0;0.23;EN PLACE;jeune;semi libre;fosse arbre;Alignement;;RAS;15.0;5.0;0.0;;VILLE;CERSIL;Feuillu;Non
3.278754479472091;49.85406735074558;2115;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Charles Gomart;5.0;3.0;1.18;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2786635361220955;49.85409260250103;2116;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Charles Gomart;5.0;3.0;1.4;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2784398628644524;49.85414308352612;2117;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Charles Gomart;5.0;3.0;1.18;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2783685483907212;49.854169824981426;2118;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Charles Gomart;5.0;3.0;1.3;EN PLACE;adulte;tête de chat;fosse arbre;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2789139493467747;49.854111884163096;2119;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Accueil de loisirs Kergomard;16.0;4.0;1.48;EN PLACE;adulte;semi libre;gazon;Groupe;Non;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.278871221754618;49.85417795355085;2120;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Accueil de loisirs Kergomard;16.0;4.0;1.47;EN PLACE;adulte;semi libre;gazon;Groupe;Non;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2787790594904274;49.85413111425375;2121;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Accueil de loisirs Kergomard;16.0;4.0;1.72;EN PLACE;adulte;semi libre;gazon;Groupe;Non;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2836689458108044;49.85280068308592;2122;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Albert Thomas;14.0;3.0;1.9;REMPLACÉ;adulte;semi libre;gazon;Isolé;Non;RAS;50.0;10.0;0.0;2015/11/01 00:00:00+00;VILLE;ACESAC;Feuillu;Non
3.284285753743561;49.85187034608388;2123;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Albert Thomas;10.0;3.0;0.97;EN PLACE;adulte;semi libre;Bande de terre;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;ACEPLA;Feuillu;Non
3.2843328478377707;49.85183618852165;2124;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Albert Thomas;10.0;4.0;0.84;EN PLACE;adulte;semi libre;Bande de terre;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;ACEPLA;Feuillu;Non
3.2843797770882164;49.85180215001407;2125;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Albert Thomas;10.0;3.0;1.0;EN PLACE;adulte;semi libre;Bande de terre;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;ACEPLA;Feuillu;Non
3.284430165168646;49.851765601943676;2126;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Albert Thomas;11.0;3.0;1.15;EN PLACE;adulte;semi libre;Bande de terre;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;ACEPLA;Feuillu;Non
3.2844767841169995;49.85173178801177;2127;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue Albert Thomas;10.0;3.0;1.0;EN PLACE;adulte;semi libre;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;ACEPLA;Feuillu;Non
3.284459918750092;49.851601476127726;2128;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Square Albert Thomas;13.0;4.0;1.0;Essouché;adulte;semi libre;gazon;Groupe;Non;RAS;50.0;10.0;0.0;2018/06/30 22:00:00+00;VILLE;BETPEN;Feuillu;Non
3.2843338909274746;49.85155585958351;2129;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Square Albert Thomas;8.0;3.0;1.0;EN PLACE;adulte;semi libre;Bande de terre;Groupe;Non;RAS;50.0;10.0;0.0;;VILLE;ACEPLA;Feuillu;Non
3.2843685998316228;49.85163597372032;2130;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Square Albert Thomas;7.0;2.0;0.95;EN PLACE;adulte;semi libre;gazon;Groupe;Non;RAS;50.0;10.0;0.0;;VILLE;CARBET;Feuillu;Non
3.2803842385517656;49.85310561338844;2131;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Espace Matisse;12.0;2.0;0.7;EN PLACE;adulte;semi libre;gazon;Groupe;Non;RAS;50.0;10.0;0.0;;VILLE;BETPEN;Feuillu;Non
3.2803716457147907;49.853101432300065;2132;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Espace Matisse;10.0;2.0;1.01;EN PLACE;adulte;semi libre;gazon;Groupe;Non;RAS;50.0;10.0;0.0;;VILLE;BETPEN;Feuillu;Non
3.279975323150689;49.852802912783076;2133;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Espace Matisse;7.0;1.0;1.4;EN PLACE;adulte;semi libre;gazon;Isolé;Non;RAS;50.0;10.0;0.0;;VILLE;PRUCERpis;Feuillu;Non
3.279928232522792;49.85268281461178;2134;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Espace Matisse;13.0;3.0;1.8;EN PLACE;adulte;semi libre;gazon;Groupe;Non;RAS;80.0;20.0;0.0;;VILLE;ACEPLA;Feuillu;Non
3.2799307523301557;49.85266090589775;2135;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Espace Matisse;13.0;3.0;2.02;Essouché;adulte;semi libre;gazon;Groupe;Non;RAS;80.0;20.0;0.0;2014/10/01 00:00:00+00;VILLE;ACEPLA;Feuillu;Non
3.2803237467258612;49.85277695383901;2136;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Espace Matisse;6.0;1.0;0.45;EN PLACE;adulte;semi libre;gazon;Isolé;Non;RAS;20.0;5.0;0.0;;VILLE;PRUSER;Feuillu;Non
3.280408889689752;49.852814978223364;2137;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Espace Matisse;7.0;0.0;0.45;EN PLACE;adulte;semi libre;gazon;Isolé;Non;RAS;20.0;5.0;0.0;;VILLE;CHANOO;Conifère;Non
3.2803672270006645;49.852573727184684;2138;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Espace Matisse;6.0;0.0;0.7;EN PLACE;adulte;semi libre;Bande de terre;Isolé;Non;RAS;50.0;10.0;0.0;;VILLE;CUPSEM;Conifère;Non
3.2802735852634775;49.85259455792478;2139;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Espace Matisse;6.0;0.0;0.7;EN PLACE;adulte;semi libre;Bande de terre;Isolé;Non;RAS;50.0;10.0;0.0;;VILLE;CUPSEM;Conifère;Non
3.283153352491409;49.85100789170798;2140;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue des Glacis;12.0;4.0;0.82;EN PLACE;adulte;semi libre;Bande de terre;Groupe;Non;RAS;50.0;10.0;0.0;;VILLE;BETPEN;Feuillu;Non
3.2831494975938478;49.850998881706374;2141;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue des Glacis;12.0;1.0;1.29;EN PLACE;adulte;semi libre;Bande de terre;Groupe;Non;RAS;50.0;10.0;0.0;;VILLE;BETPEN;Feuillu;Non
3.2831385894031135;49.851005632927915;2142;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue des Glacis;12.0;4.0;0.95;EN PLACE;adulte;semi libre;Bande de terre;Groupe;Non;RAS;50.0;10.0;0.0;;VILLE;BETPEN;Feuillu;Non
3.283057863462784;49.85097916436392;2143;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue des Glacis;16.0;3.0;1.3;EN PLACE;adulte;cépée;Bande de terre;Groupe;Non;Cépée de 2 brins : 130 cm de circonférence chacun;50.0;10.0;0.0;;VILLE;PLAACE;Feuillu;Non
3.2830380611326677;49.850982656374455;2144;2017-02-02 15:27:57+00:00;Quartier Saint-Jean;Rue des Glacis;16.0;2.0;1.8;EN PLACE;adulte;cépée;Bande de terre;Groupe;Non;Cépée de 2 brins : 185 et 115 cm de circonférence;50.0;10.0;0.0;;VILLE;PLAACE;Feuillu;Non
3.2952154087675765;49.84664550682607;2145;2017-02-02 15:27:57+00:00;Quartier du Centre-Ville;Square des Héros du 2 Septembre 1944;5.0;0.0;0.32;EN PLACE;jeune;semi libre;gazon;Alignement;Non;RAS;20.0;5.0;0.0;;VILLE;QUEROBfas;Feuillu;Non
3.2952555989797854;49.846663234917045;2146;2017-02-02 15:27:57+00:00;Quartier du Centre-Ville;Square des Héros du 2 Septembre 1944;5.0;0.0;0.32;EN PLACE;jeune;semi libre;gazon;Alignement;Non;RAS;20.0;5.0;0.0;;VILLE;QUEROBfas;Feuillu;Non
3.2952997668718234;49.84668279155667;2147;2017-02-02 15:27:57+00:00;Quartier du Centre-Ville;Square des Héros du 2 Septembre 1944;5.0;0.0;0.32;EN PLACE;jeune;semi libre;gazon;Alignement;Non;RAS;20.0;5.0;0.0;;VILLE;QUEROBfas;Feuillu;Non
3.29534381190016;49.846700870442106;2148;2017-02-02 15:27:57+00:00;Quartier du Centre-Ville;Square des Héros du 2 Septembre 1944;5.0;0.0;0.32;EN PLACE;jeune;semi libre;gazon;Alignement;Non;RAS;20.0;5.0;0.0;;VILLE;QUEROBfas;Feuillu;Non
3.2953861774712423;49.84671965030435;2149;2017-02-02 15:27:57+00:00;Quartier du Centre-Ville;Square des Héros du 2 Septembre 1944;5.0;0.0;0.32;EN PLACE;jeune;semi libre;gazon;Alignement;Non;RAS;20.0;5.0;0.0;;VILLE;QUEROBfas;Feuillu;Non
3.27563622080875;49.84151219781413;2150;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.6;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.275609506619891;49.8415641702464;2151;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.5;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2755828597514904;49.841616010351984;2152;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.6;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2755555417397195;49.84166915655619;2153;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.7;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2755292509500236;49.84172030713413;2154;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.1;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2755019190565493;49.84177347763029;2155;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.7;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.27547561300432;49.84182465340305;2156;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.7;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2754273799430202;49.84192230607528;2157;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.55;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2753979673338756;49.8419723706902;2158;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.6;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2753717875827015;49.84202329979715;2159;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;0.95;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.275345317633033;49.84207479778109;2160;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;0.95;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2752217898377918;49.842051149198866;2161;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.1;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.275249538875807;49.84199716774778;2162;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.1;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2753059153151782;49.84189464744522;2163;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.55;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2753307129800997;49.84184764507255;2164;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.4;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.27535464009201;49.8418010960618;2165;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.35;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.275381515586341;49.84174881224193;2166;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.15;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.275433572977228;49.84164248100925;2167;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.4;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2754599917295364;49.84159108380948;2168;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.3;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2754864104214887;49.8415396857036;2169;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.4;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.2755386934787363;49.8414379741341;2170;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue du Parvis St Martin;8.0;3.0;1.5;EN PLACE;adulte;tête de chat;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILTOM;Feuillu;Non
3.274795898250276;49.84217428280441;2171;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue de Touraine;14.0;4.0;1.55;EN PLACE;adulte;semi libre;gazon;Isolé;Non;RAS;50.0;10.0;0.0;;VILLE;BETPEN;Feuillu;Non
3.2744810746261197;49.8426726395621;2172;2017-02-02 15:27:57+00:00;Quartier Saint-Martin - Oëstres;Rue de Touraine;6.0;2.0;0.35;EN PLACE;jeune;semi libre;Bande de terre;Isolé;Non;RAS;15.0;5.0;0.0;;VILLE;FRAEXC;Feuillu;Non
