lon;lat;OBJECTID;created_date;clc_quartier;clc_secteur;haut_tot;haut_tronc;tronc_diam;fk_arb_etat;fk_stadedev;fk_port;fk_pied;fk_situation;fk_revetement;commentaire_environnement;age_estim;fk_prec_estim;clc_nbr_diag;dte_abattage;villeca;nom;feuillage;remarquable
3.2808430958128194;49.84935903905166;12;2017-02-02 15:27:50+00:00;Quartier du Centre-Ville;Boulevard Richelieu;0.0;0.0;0.0;SUPPRIMÉ;jeune;;;Alignement;;RAS;0.0;;0.0;;VILLE;RAS;;Non
3.2790032825348665;49.84540143000378;13;2017-02-02 15:27:50+00:00;Quartier du Centre-Ville;Boulevard Henri Martin;0.0;0.0;0.0;Essouché;jeune;;;Alignement;;RAS;0.0;;0.0;;VILLE;RAS;;Non
3.27270631337615;49.84732816239172;14;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue Alexandre Dumas;0.0;0.0;0.0;ABATTU;jeune;;;Alignement;;RAS;0.0;;0.0;;VILLE;RAS;;Non
3.278990088077834;49.84534777519863;15;2017-02-02 15:27:50+00:00;Quartier du Centre-Ville;Boulevard Henri Martin;0.0;0.0;0.0;Essouché;jeune;;;Alignement;;RAS;0.0;;0.0;;VILLE;RAS;;Non
3.2789669659060197;49.845241836068865;16;2017-02-02 15:27:50+00:00;Quartier du Centre-Ville;Boulevard Henri Martin;0.0;0.0;0.0;Essouché;jeune;;;Alignement;;RAS;0.0;;0.0;;VILLE;RAS;;Non
3.278953393148708;49.84518691898286;17;2017-02-02 15:27:50+00:00;Quartier du Centre-Ville;Boulevard Henri Martin;0.0;0.0;0.0;Essouché;jeune;;;Alignement;;RAS;0.0;;0.0;;VILLE;RAS;;Non
3.2793626489593266;49.84615928676719;18;2017-02-02 15:27:50+00:00;Quartier du Centre-Ville;Boulevard Henri Martin;0.0;0.0;0.0;ABATTU;jeune;;;Alignement;;RAS;0.0;;0.0;;VILLE;RAS;;Non
3.2793733096482227;49.84620833089764;19;2017-02-02 15:27:50+00:00;Quartier du Centre-Ville;Boulevard Henri Martin;0.0;0.0;0.0;ABATTU;jeune;;;Alignement;;RAS;0.0;;0.0;;VILLE;RAS;;Non
3.2756863100173965;49.847647327933416;20;2017-02-02 15:27:50+00:00;Quartier Saint-Jean;Rue Demoustier;0.0;0.0;0.0;Non essouché;jeune;;fosse arbre;Alignement;Non;RAS;15.0;10.0;0.0;;VILLE;RAS;;Non
3.273379794709001;49.861408713361236;21;2017-02-02 15:27:50+00:00;Quartier du Vermandois;Stade Cepy;13.0;1.0;1.6;EN PLACE;adulte;semi libre;gazon;Groupe;Non;RAS;50.0;10.0;0.0;;VILLE;PINNIGnig;Conifère;Non
3.289067824663547;49.84451310660708;22;2017-02-02 15:27:50+00:00;Quartier du Centre-Ville;Rue Villebois Mareuil;12.0;3.0;1.16;REMPLACÉ;adulte;semi libre;gazon;Alignement;Non;RAS;30.0;10.0;0.0;2016/12/31 23:00:00+00;VILLE;ACEPSE;Feuillu;Non
3.282405599418067;49.85038152346944;23;2017-02-02 15:27:50+00:00;Quartier du Centre-Ville;Boulevard Richelieu;0.0;0.0;0.0;SUPPRIMÉ;jeune;;;Alignement;;RAS;0.0;;0.0;2015/07/01 00:00:00+00;VILLE;RAS;;Non
3.282342107652468;49.850348208021565;24;2017-02-02 15:27:50+00:00;Quartier du Centre-Ville;Boulevard Richelieu;0.0;0.0;0.0;SUPPRIMÉ;jeune;;;Alignement;;RAS;0.0;;0.0;2015/07/01 00:00:00+00;VILLE;RAS;;Non
3.30238687765097;49.86177771714989;25;2017-02-02 15:27:50+00:00;Quartier de l'Europe;Square des Marronniers;16.0;3.0;1.5;EN PLACE;adulte;semi libre;gazon;Groupe;Non;RAS;50.0;2.0;0.0;;VILLE;ACEPLA;Feuillu;Non
3.3040472408930164;49.85844620245707;26;2017-02-02 15:27:50+00:00;Quartier de l'Europe;Avenue Buffon;5.0;2.0;1.7;Essouché;adulte;réduit;gazon;Isolé;Non;RAS;40.0;2.0;0.0;2018/04/30 22:00:00+00;VILLE;SALBAB;Feuillu;Non
3.3055374576904195;49.86092815875158;27;2017-02-02 15:27:50+00:00;Quartier de l'Europe;Rue Laplace;8.0;3.0;1.03;EN PLACE;adulte;réduit relâché;fosse arbre;Alignement;Oui;RAS;30.0;10.0;0.0;;VILLE;ACEPLA;Feuillu;Non
3.2712644773158095;49.83789717103086;28;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;6.0;3.0;1.0;EN PLACE;adulte;réduit;gazon;Alignement;Non;RAS;50.0;10.0;1.0;;VILLE;TILCOR;Feuillu;Non
3.270900701840934;49.83774717000679;29;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;8.0;2.0;0.85;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;1.0;;VILLE;TILCOR;Feuillu;Non
3.270732227576538;49.83767261688073;30;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;8.0;4.0;1.05;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.270542022798621;49.83759002208269;31;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;4.0;1.35;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2703639865278205;49.837513824511056;32;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;4.0;1.21;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2699987322142414;49.837363346686566;33;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.07;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2697931870756927;49.837266994412225;34;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;5.0;1.25;EN PLACE;adulte;réduit relâché;fosse arbre;Alignement;;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2696151608912696;49.83719246073112;35;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;4.0;0.92;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;1.0;;VILLE;TILCOR;Feuillu;Non
3.269250385128173;49.83702699757147;36;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;5.0;1.5;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;1.0;;VILLE;TILCOR;Feuillu;Non
3.2690697699935747;49.836949499410636;37;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;4.0;1.15;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;1.0;;VILLE;TILCOR;Feuillu;Non
3.2688713843701667;49.83684932159093;38;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;4.0;0.89;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2686778980916245;49.836771490886164;39;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.1;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2684891765030604;49.836690672182;40;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;5.0;1.15;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2683265978609035;49.83661587104197;41;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;5.0;1.03;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.268130117471733;49.83652805234841;42;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;5.0;1.45;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;3.0;;VILLE;TILCOR;Feuillu;Non
3.2678572963716426;49.83639925409058;43;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;5.0;1.35;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.267529213812618;49.83625154451292;44;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;7.0;4.0;1.15;EN PLACE;adulte;réduit;Revetement non permeable;Alignement;;RAS;50.0;10.0;1.0;;VILLE;TILCOR;Feuillu;Non
3.267358539710881;49.8361734276685;45;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;7.0;4.0;1.37;EN PLACE;adulte;réduit;Revetement non permeable;Alignement;;RAS;50.0;10.0;1.0;;VILLE;TILCOR;Feuillu;Non
3.266838052316558;49.83594312446096;46;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;7.0;1.65;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;3.0;;VILLE;TILCOR;Feuillu;Non
3.2661302842557536;49.835622604285035;47;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;8.0;1.4;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2659599744592547;49.83554471922406;48;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;5.0;1.4;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2644474579549296;49.83485106460306;49;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;4.0;1.6;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.264081476895156;49.83469510633891;50;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;4.0;1.4;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2639034150127553;49.834610573696686;51;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;4.0;1.6;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.263719806718418;49.834519396616585;52;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;5.0;1.63;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.263381048264875;49.834364800893226;53;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;4.0;1.39;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2628329891716197;49.83412716672396;54;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;4.0;1.65;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.261955730851687;49.83373182229304;55;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;4.0;1.4;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2614102693684934;49.83348707488355;56;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;3.0;1.42;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2611961037021002;49.8333876312093;57;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;4.0;1.4;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.259813743893175;49.832747600002314;58;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;4.0;1.6;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2596338762769332;49.83266687055828;59;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;5.0;1.1;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2594435957529773;49.83257455610548;60;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;2.0;1.25;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2593006728613987;49.83250782823191;61;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.38;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2589132043395206;49.83233560309981;62;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;3.0;1.25;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.258645777370354;49.832210664331164;63;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;2.0;1.15;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2585013674586003;49.832140134836514;64;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;2.0;1.5;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.258254546613813;49.8320199040071;65;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;2.0;1.5;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2557706468900314;49.831029874505504;66;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;0.0;0.0;0.0;ABATTU;jeune;;;Alignement;;RAS;0.0;;0.0;;VILLE;RAS;;Non
3.2555630812273786;49.830950085625076;67;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;3.0;1.3;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.2553910291612764;49.83088441255169;68;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;3.0;1.5;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.255219783022718;49.830824226230845;69;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;0.0;0.0;0.0;ABATTU;jeune;;;Alignement;;RAS;0.0;;0.0;;VILLE;RAS;;Non
3.2550813253110302;49.830770287888065;70;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.3;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.2549524221648;49.83072762440931;71;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;2.0;1.6;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.254628255856826;49.83060332833534;72;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;3.0;1.1;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.254517069436094;49.83056235482848;73;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.1;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.2542387964444206;49.83045980708351;74;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.45;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.2540679279877156;49.83039684016489;75;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.05;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.2539602015529114;49.83035714069742;76;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.2;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.2538137740893767;49.83030317854162;77;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.4;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.2536831939149216;49.83025505820205;78;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.4;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.2535343853609646;49.83019877857243;79;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;3.0;1.15;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.253395150303822;49.830148907259094;80;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.1;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.253251063514516;49.8300958069378;81;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;2.0;1.4;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.2530874595491523;49.83003551379663;82;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;2.0;1.35;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.252901387823905;49.829966940855485;83;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.3;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.2524220334375062;49.82978522278478;84;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.4;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.252117065240142;49.82967930289011;85;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.1;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.252003672805389;49.82963609667133;86;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;3.0;1.15;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.2516270377732055;49.829639608294805;87;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.65;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.25174335647579;49.82968001522086;88;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.15;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.2519122073760642;49.829741445277456;89;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;2.0;1.4;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.252218666913841;49.829850356365405;90;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;2.0;1.3;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.252516647636597;49.82996185440761;91;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;0.0;0.0;0.0;ABATTU;jeune;;;Alignement;;RAS;0.0;;0.0;;VILLE;RAS;;Non
3.252809706025876;49.830074013213654;92;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.1;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.2531478003458245;49.83019720450822;93;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;2.0;1.3;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.2532987344494564;49.83025203794781;94;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.25;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.253718415512676;49.83040638550117;95;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;2.0;1.5;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.253873033084023;49.83046263794332;96;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;2.0;1.4;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.253998943806601;49.830509916765685;97;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;2.0;1.1;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.254436286954228;49.83066812273872;98;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;8.0;3.0;1.0;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.254585319862912;49.830724576048695;99;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;0.0;0.0;0.0;ABATTU;jeune;;;Alignement;;RAS;0.0;;0.0;;VILLE;RAS;;Non
3.255004332679931;49.83087554537029;100;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;2.0;1.35;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.2551692761352653;49.83093878542767;101;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;2.0;1.35;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.255315869587555;49.83098926796194;102;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;2.0;1.5;EN PLACE;adulte;réduit relâché;Revetement non permeable;Alignement;;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.255463789679889;49.831045433076696;103;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;3.0;1.3;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.255679537400293;49.831126988938;104;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;3.0;1.7;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.255860479268899;49.83118922038389;105;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;3.0;1.6;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.256020086301475;49.83125326744219;106;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;3.0;1.55;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;0.0;;VILLE;TILCOR;Feuillu;Non
3.2570042558842527;49.83163152276924;107;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;3.0;1.9;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.257195290212421;49.83171223538657;108;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;4.0;1.15;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.257369975692365;49.831786081467236;109;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;10.0;2.0;1.4;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.2575403620416905;49.83186245768275;110;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;11.0;3.0;1.7;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
3.257716863617719;49.83194209189766;111;2017-02-02 15:27:50+00:00;Quartier Saint-Martin - Oëstres;Rue de Paris;9.0;5.0;1.4;EN PLACE;adulte;réduit relâché;gazon;Alignement;Non;RAS;50.0;10.0;2.0;;VILLE;TILCOR;Feuillu;Non
